APS,ABPS,SUBARP,MISS_MAC,Devi,TCP_Rate,ARP Spoofing,IP Spoofing,TAGS
49.0,0.0,1,1, 7, 61.09090909090909,0,1,IP_SPOOFING
18.0,0.0,0,0, 8, 60.72727272727273,0,1,IP_SPOOFING
9.0,0.0,-1,0, 28, 81.45454545454545,0,1,IP_SPOOFING
8.0,1.0,0,0, 109, 153.0909090909091,0,1,IP_SPOOFING
11.0,0.0,-1,0, 191, 149.0909090909091,0,1,IP_SPOOFING
13.0,1.0,1,1, 250, 127.63636363636364,0,1,IP_SPOOFING
10.0,0.0,0,0, 250, 103.27272727272727,0,1,IP_SPOOFING
10.0,173.0,0,0, 250, 80.72727272727273,0,1,IP_SPOOFING
20.0,207.0,0,0, 250, 80.0,0,1,IP_SPOOFING
86.0,163.0,0,0, 250, 80.0,0,1,IP_SPOOFING
136.0,167.0,0,0, 250, 81.45454545454545,0,1,IP_SPOOFING
140.0,165.0,0,0, 250, 80.0,0,1,IP_SPOOFING
82.0,176.0,0,0, 250, 80.0,0,1,IP_SPOOFING
32.0,217.0,0,0, 250, 79.27272727272727,0,1,IP_SPOOFING
32.0,199.0,0,0, 250, 20.363636363636363,0,1,IP_SPOOFING
36.0,176.0,0,0, 250, 21.09090909090909,0,1,IP_SPOOFING
64.0,66.0,0,0, 250, 20.363636363636363,0,1,IP_SPOOFING
98.0,0.0,0,0, 250, 19.636363636363637,0,1,IP_SPOOFING
82.0,0.0,0,0, 250, 21.818181818181817,0,1,IP_SPOOFING
52.0,0.0,0,0, 250, 19.636363636363637,0,1,IP_SPOOFING
6.0,0.0,0,0, 250, 21.818181818181817,0,1,IP_SPOOFING
6.0,0.0,0,0, 250, 19.636363636363637,0,1,IP_SPOOFING
2.0,0.0,0,0, 250, 20.363636363636363,0,1,IP_SPOOFING
8.0,2.0,2,1, 250, 20.363636363636363,0,1,IP_SPOOFING
14.0,0.0,2,1, 252, 21.818181818181817,0,1,IP_SPOOFING
16.0,86.0,2,1, 252, 20.363636363636363,0,1,IP_SPOOFING
12.0,209.0,0,0, 252, 21.09090909090909,0,1,IP_SPOOFING
62.0,191.0,0,0, 252, 29.818181818181817,0,1,IP_SPOOFING
126.0,169.0,0,0, 252, 98.18181818181819,0,1,IP_SPOOFING
140.0,185.0,0,0, 252, 80.0,0,1,IP_SPOOFING
106.0,216.0,0,0, 252, 80.72727272727273,0,1,IP_SPOOFING
64.0,151.0,0,0, 254, 81.0909090909091,0,1,IP_SPOOFING
56.0,153.0,0,0, 255, 79.63636363636364,0,1,IP_SPOOFING
61.0,162.0,1,1, 256, 81.81818181818181,0,1,IP_SPOOFING
63.0,161.0,1,1, 256, 80.72727272727273,0,1,IP_SPOOFING
65.0,31.0,1,1, 257, 78.9090909090909,0,1,IP_SPOOFING
64.0,0.0,0,0, 258, 80.0,0,1,IP_SPOOFING
40.0,0.0,0,0, 258, 80.72727272727273,0,1,IP_SPOOFING
20.0,0.0,0,0, 260, 80.72727272727273,0,1,IP_SPOOFING
6.0,0.0,0,0, 260, 81.45454545454545,0,1,IP_SPOOFING
10.0,0.0,0,0, 260, 79.27272727272727,0,1,IP_SPOOFING
16.0,0.0,0,0, 260, 81.45454545454545,0,1,IP_SPOOFING
12.0,0.0,0,0, 260, 19.636363636363637,0,1,IP_SPOOFING
12.0,0.0,0,0, 260, 20.363636363636363,0,1,IP_SPOOFING
6.0,45.0,0,0, 260, 21.09090909090909,0,1,IP_SPOOFING
20.0,50.0,0,0, 260, 20.363636363636363,0,1,IP_SPOOFING
34.0,83.0,0,0, 260, 20.363636363636363,0,1,IP_SPOOFING
46.0,60.0,0,0, 260, 20.363636363636363,0,1,IP_SPOOFING
50.0,68.0,0,0, 260, 21.09090909090909,0,1,IP_SPOOFING
52.0,63.0,0,0, 260, 13.090909090909092,0,1,IP_SPOOFING
54.0,56.0,0,0, 260, 0.0,0,1,IP_SPOOFING
44.0,58.0,0,0, 260, 1.4545454545454546,0,1,IP_SPOOFING
32.0,69.0,0,0, 260, 0.0,0,1,IP_SPOOFING
22.0,36.0,0,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
11.0,1.0,1,1, 10, 12.363636363636363,0,1,IP_SPOOFING
9.0,2.0,1,1, 93, 90.54545454545455,0,1,IP_SPOOFING
6.0,9.0,0,0, 175, 89.45454545454545,0,1,IP_SPOOFING
8.0,6.0,0,0, 246, 80.36363636363636,0,1,IP_SPOOFING
14.0,11.0,0,0, 246, 20.363636363636363,0,1,IP_SPOOFING
16.0,8.0,0,0, 246, 19.636363636363637,0,1,IP_SPOOFING
12.0,2.0,0,0, 246, 21.818181818181817,0,1,IP_SPOOFING
10.0,2.0,0,0, 246, 19.636363636363637,0,1,IP_SPOOFING
4.0,12.0,0,0, 246, 21.818181818181817,0,1,IP_SPOOFING
4.0,16.0,0,0, 246, 19.636363636363637,0,1,IP_SPOOFING
4.0,9.0,0,0, 246, 21.09090909090909,0,1,IP_SPOOFING
6.0,2.0,0,0, 246, 20.363636363636363,0,1,IP_SPOOFING
10.0,0.0,0,0, 246, 20.363636363636363,0,1,IP_SPOOFING
8.0,0.0,0,0, 246, 21.09090909090909,0,1,IP_SPOOFING
